id_releve,x_l93,y_l93,alti,slope,expo,TPI
12123321,1015242,6552402,2493.939697,26.16208076,150.9509277,0.00390625
12123335,1015395,6552417,2407.048584,42.98918152,108.4918976,0.013671875
12123345,1015414,6552269,2352.485107,33.63304901,121.6309204,-0.004150391
12123347,1015404,6552496,2451.573975,33.90673065,127.7107086,-0.007080078
12123348,1015378,6552379,2406.232666,37.80413437,104.6747284,-0.007324219
12123350,1015347,6552323,2399.545654,31.4175663,138.1268311,-0.037109375
12126989,984060,6474171,2664.110107,11.30605412,19.88208771,-0.010986328
12126990,984046,6474196,2659.909912,6.585572243,21.72996902,-0.259033203
12126991,984017,6474204,2661.330078,14.25100136,30.98501205,-0.022460938
12126993,983855,6474366,2623.51001,12.73676777,0.886539876,-0.022460938
12126994,984222,6473811,2723.429932,14.70981979,22.09799194,0.048583984
12126995,984143,6474075,2672.409912,7.239177704,5.199408054,-0.046142578
12126997,984198,6473924,2694.48999,17.10270691,31.71575928,-0.123779297
12126998,984234,6473791,2726,14.19123936,33.54738617,0.042480469
12126999,984171,6473977,2689.629883,14.76769352,21.35601616,0.061279297
12127007,1005851,6552243,1535.030029,15.70202065,271.7337036,-0.011230469
12127008,1000882,6540529,2203.370117,15.8321228,314.2151794,-0.017578125
12127009,1000687,6540527,2125.159912,24.89829254,279.8942566,0.011230469
