Numéro,_CBNA_presence_base,_CBNA_presence_ZA,_LECA_selection,_Code_taxon_CBNA,_Famille_CBNA,_Genre_CBNA,_libelle_taxon_CBNA,_type_biologiques_CBNA_VALS,_Hauteur_moyenne_CBNA_VALS,mode_dispersion_CBNA_VALS,Mode_dispersion_detail_CBNA,attribut_de_dissemin_CBNA,attribut_de_dissemin_modif_JVE,attribut_de_dissemin_commentaire_CBNA,Vittoz_SD_DispersalType,Vittoz_SD_Height,Vittoz_SD_SeedMass,Vittoz_SD_SLAall,L_Lumière_ellenberg_JVE,L_Lumièrel_ellenberg_Luc,L_Lumière_ellenberg_CBNA,L_Amplitude_Lumière_ellenberg_CBNA,L_Lumière_ellenberg,L_Ellenberg_British,LO_Ellenberg_British,F_Humidité du sol_ellenberg_CBNA,F_Humidité du sol_Landolt_CBNA,F_Ellenberg_British,FO_Ellenberg_British,F_Humidité du sol_ellenberg,N_Nutriments du sol_ellenberg_JVE,N_Nutriments du sol_Landolt_CBNA,N_Ellenberg_British,NO_Ellenberg_British,N_Nutriments du sol_ellenberg,R_Ellenberg_British,RO_Ellenberg_British,S_Ellenberg_British,SO_Ellenberg_British,chorologie_classe_JULVE,phenologie_ordre_de_floraison_JULVE,grand_type_de_formation_JULVE,CD_ref,Code_taxon_num,CBNA,ListeLECA,champs1_Subsp?_,macroclimat_CBNA,microclimat_Temperature_stationnelle_CBNA,libelle_taxon,graine_taille_CBNA,phenologie_fructification_:periode_CBNA,plante_carnivore_CBNA,lian_vrilles_crochet_crampons_CBNA,feuill_succulente_CBNA,tige_succulente_CBNA,feuill_epineuse_CBNA,rameau_ou_tige_epineux_CBNA,rameau_chlorophyllien_CBNA,port_dressé_CBNA,port_rampant_CBNA,port_procombant_CBNA,port_étalé_CBNA,Cycle_mono_ou_polycarpique_CBNA,cycle_maturite_longevite_CBNA,Cycle_classe_d_age_CBNA,classe_d_age_CBNA,diffusion_CBNA,types_morphologiques_de_Barkman_1988,Endemisme_CBNA_VALS,Biologie_type_de_nutrition_CBNA_VALS,Feuillage_caducite_persistance_CBNA,Chorologie_classe_modif_LG,naturalite_habitat_primaire_secondaire_CBNA_en attente,naturalite_habitat_primaire_secondaire_modifs_JVE_en attente,fleur_inflorescence_type_julve_revue_CBNA,fleur_couleur_CBNA,fleur_petale_ornementation_CBNA,fleur_sexualite_CBNA,fruit_type_CBNA_VALS,fruit_couleur_CBNA,gradiant_herbacee_ligneux_CBNA_VALS,Hauteur_fourchette_moyenne_CBNA_VALS,Hauteur_fourchette_exteme_CBNA,phenologie_floraison_ordre_CBNA,phenologie_floraisofeuillaison_ordre_CBNA,phenologie_floraison_periode_CBNA,phenologie_fecondationpollinisation_type_CBNA,indigénat_ZA_CBNA_VALS
2812,x,x,,11137,Rosaceae,Eriobotrya,Eriobotrya japonica (Thunb.) Lindley,PH,,endozoochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96836,11137,nr,,,1,1,Eriobotrya japonica (Thunb.) Lindley,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,sempervirent,,S,,?,,,,baie,orange,,,,,,,entomogame,Exogène
2813,,,,15975,,Eriochloa,Eriochloa villosa (Thunb.) Kunth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15975,NA,,,,,Eriochloa villosa (Thunb.) Kunth,,,,,,,,,,?,,,,,,,,,,,chlorophyllien,?,,S,,épi,,,,,,,,,ECH,,,,?
2814,x,x,x,14203,Cyperaceae,Eriophorum,Eriophorum gracile Koch ex Roth,?,,anémochore,Trichometeorochorie,akène à aigrette plumeuse longue,,,,,,,8,$,8,,8,8,8,,5,9,9,9=,,,2,2,2,4,4,0,0,holarctique,protogyne,hémicryptophytaie,96851,14203,x,x,,,,Eriophorum gracile Koch ex Roth,,,,,,,,,,x,,,,polycarpique,,?,?,stolons,,,chlorophyllien,hémisempervirent,,P,,racème d'épis,blanc,,monoïque,akène,,herbacé,?,,,,4-7,anémogame,Indigène
2815,x,x,x,14204,Cyperaceae,Eriophorum,Eriophorum latifolium Hoppe,HE et GE,40,anémochore,Trichometeochorie-Nautochorie,akène à aigrette plumeuse longue,,,3,40,0.807716666625,15.75,8,$,8,,8,9,8,,5,9,9,9,,,2,2,2,7,8,0,0,eurasiatique,protogyne,hémicryptophytaie,96852,14204,x,x,,,,Eriophorum latifolium Hoppe,,,,,,,,,,x,,,,polycarpique,,,,,,,chlorophyllien,hémisempervirent,Eurasiatique,P,,racème d'épis,blanc,,monoïque,akène,,herbacé,25-50,,,,5-7,anémogame,Indigène
2816,x,x,x,14205,Cyperaceae,Eriophorum,Eriophorum polystachion L. [1753],HE et GE et HEL,40,anémochore,Nautochorie,akène à aigrette plumeuse longue,,,NA,40,NA,NA,8,$,8,,8,,,,5,,,9=,,,,,2,,,,,holarctique,protogyne,hémicryptophytaie,96856,14205,x,x,,,,Eriophorum polystachion L.,,,,,,,,,,x,,,,polycarpique,,,,,,,chlorophyllien,hémisempervirent,,P,,racème d'épis,blanc,,monoïque,akène,,herbacé,25-50,,,,4-7,anémogame,Indigène
2817,x,x,x,14209,Cyperaceae,Eriophorum,Eriophorum scheuchzeri Hoppe,HE et GE et HEL,20,anémochore,Trichometeochorie-Nautochorie,akène à aigrette plumeuse longue,,,NA,20,0.62,NA,9,$,9,,9,,,,5,,,9=,,,,,2,,,,,holarctique,protogyne,hémicryptophytaie,96859,14209,x,x,,,,Eriophorum scheuchzeri Hoppe,,,,,,,,,,x,,,,polycarpique,,,,,,,chlorophyllien,hémisempervirent,,P,,racème capituliforme,blanc,,monoïque,akène,,herbacé,15-25,,,,6-7,anémogame,Indigène
2818,x,x,x,14210,Cyperaceae,Eriophorum,Eriophorum vaginatum L.,HE (ou HEL),35,anémochore,,akène à aigrette plumeuse longue,,,3,35,0.825236363636364,10.59,8,$,8,,7,8,7,,5,8,9,9~,,,1,1,1,2,2,0,0,holarctique,protogyne,hémicryptophytaie,96861,14210,x,x,,,,Eriophorum vaginatum L.,,,,,,,,,,x,,,,polycarpique,,,,,,,chlorophyllien,hémisempervirent,,P,,racème capituliforme,blanc,,monoïque,akène,,herbacé,25-45,,,,4-7,anémogame,Indigène
2819,x,x,x,03449,Boraginaceae,Eritrichium,Eritrichium nanum (L.) Schrader ex Gaudin. subsp. nanum,HE (ou CH),2,barochore,,sans attribut visible,,,NA,2,NA,NA,8,$,8,,8,,,,2,,,4,,,,,2,,,,,,,hémicryptophytaie,96872,3449,x,x,,,,Eritrichium nanum (L.) Schrad. ex Gaudin subsp. nanum,,,,,,,,,,x,,,,polycarpique,,,,,,,chlorophyllien,hémisempervirent,OROPHYTES,P,,racème de cymes unipares scorpioïdes,bleu,,hermaphrodite,akène,,suffrutescent ? (herbacé ?),1-4,,,,7-8,entomogame,Indigène
2821,,,,08111,,Erodium,Erodium aethiopicum (Lam.) Brumh. & Thell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8111,NA,,,,,Erodium aethiopicum (Lam.) Brumh. & Thell.,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,??,,racème de cymes unipares hélicoïdes,,,,capsule,,,,,,,,entomogame,Indigène
2822,,,,08112,,Erodium,Erodium aethiopicum (Lam.) Brumh. & Thell. subsp. pilosum (Thuill.) Guittonneau,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atlantique,,thérophytaie,,8112,NA,,,,,Erodium aethiopicum (Lam.) Brumh. & Thell. subsp. pilosum (Thuill.) Guitt.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Atlantique,?,,racème de cymes unipares hélicoïdes,rose,,hermaphrodite,capsule,,,,,,,,entomogame,Indigène
2823,,,,08114,,Erodium,Erodium alnifolium Guss.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8114,NA,,,,,Erodium alnifolium Guss.,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,?,,racème de cymes unipares hélicoïdes,,,,capsule,,,,,,,,entomogame,Indigène
2824,x,x,,08117,Geraniaceae,Erodium,Erodium botrys (Cav.) Bertol.,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,96887,8117,nr,,,,,Erodium botrys (Cav.) Bertol.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,?,,racème de cymes unipares hélicoïdes,rose,,hermaphrodite,capsule,,,,,,,4-6,entomogame,Indigène
2825,x,x,,08118,Geraniaceae,Erodium,Erodium chium (L.) Willd.,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,96893,8118,nr,,,,,Erodium chium (L.) Willd.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,?,,racème de cymes unipares hélicoïdes,rose,,hermaphrodite,capsule,,,,,,,3-6,entomogame,Indigène
2826,,,,08120,,Erodium,Erodium chium (L.) Willd. var. chium,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8120,NA,,,,,Erodium chium (L.) Willd. var. chium,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,,?,,racème de cymes unipares hélicoïdes,,,,capsule,,,,,,,,entomogame,Indigène
2827,,,,08121,,Erodium,Erodium chium (L.) Willd. var. murcicum (Cav.) Rouy,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8121,nr,,,,,Erodium chium (L.) Willd. var. murcicum (Cav.) Rouy,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,,?,,racème de cymes unipares hélicoïdes,,,,capsule,,,,,,,,entomogame,Indigène
2828,x,x,x,08122,Geraniaceae,Erodium,Erodium ciconium (L.) L'Hérit.,TH,40,épizoochore,Epizoochorie,akène pointu à arète torse,,,,,,,8,$,8,,8,,,,2,,,3,,,,,5,,,,,méditerranéen,,thérophytaie,96894,8122,x,x,,,,Erodium ciconium (L.) L'Hér.,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,PS,,racème de cymes unipares hélicoïdes,bleu,,hermaphrodite,capsule,,herbacé,20-50,,,,4-7,entomogame,Indigène
9222,x,x,,08123,Geraniaceae,Erodium,Erodium cicutarium (L.) L'Hérit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,x,x,x,08124,Geraniaceae,Erodium,Erodium cicutarium (L.) L'Hérit. subsp. cicutarium,TH,20,épizoochore,Epizoochorie-Endozoochorie-Agochorie,akène pointu à arète torse,,,,,,,8,$,8,,8,8,8,,2,4,4,4,,,4,,x,6,,0,0,cosmopolite,protandre,thérophytaie,134238,8124,x,x,T,,,Erodium cicutarium (L.) L'Hérit. subsp. cicutarium,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Cosmopolite,PS,,racème de cymes unipares hélicoïdes,rose,,"hermaphrodite, dioïque",capsule,brun,herbacé,2-30,,,,3-10,"entomogame, autogame",Indigène
2829,,,,08125,,Erodium,Erodium cicutarium (L.) L'Hérit. subsp. cicutarium var. arenarium (Jordan) Rouy,TH,,,,,,,,,,,,,,,,8,8,,,4,4,,,,4,,,6,,0,0,méditerranéen,protandre,thérophytaie,,8125,NA,,,,,Erodium cicutarium (L.) L'Hér. subsp. cicutarium var. arenarium (Jord.) Rouy,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,?,,racème de cymes unipares hélicoïdes,"blanc, rose",,"hermaphrodite, dioïque",capsule,,,,,,,3-10,"entomogame, autogame",Indigène
2830,,,,08127,,Erodium,Erodium cicutarium (L.) L'Hérit. subsp. dunense Andreas,TH,,,,,,,,,,,,,,,,8,8,,,4,4,,,,4,,,6,,0,0,atlantique,protandre,thérophytaie,,8127,NA,,,,,Erodium cicutarium (L.) L'Hér. subsp. dunense Andreas,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Atlantique,?,,racème de cymes unipares hélicoïdes,"blanc, rose",,"hermaphrodite, dioïque",capsule,,,,,,,3-10,"entomogame, autogame",Indigène
2832,x,x,x,08129,Geraniaceae,Erodium,Erodium cicutarium (L.) L'Hérit. subsp. romanum (Burm. fil.) Bonnier & Layens,TH,15,épizoochore,Epizoochorie-Endozoochorie-Agochorie,akène pointu à arète torse,,,,,,,8,$,8,,,8,8,,,4,4,,,,4,,,6,,0,0,méditerranéen,,,134246,8129,x,x,T,,,Erodium cicutarium (L.) L'Hérit. subsp. romanum (Burm. fil.) Bonnier & Layens,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,PS,,racème de cymes unipares hélicoïdes,,,,capsule,,herbacé,10-20,,,,,"entomogame, autogame",Indigène
2833,,,,08130,,Erodium,Erodium corsicum Léman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corso-sarde,,hémicryptophytaie,,8130,NA,,,,,Erodium corsicum Léman,,,,,,,,,,x,,,,,,,,,,corso-sarde,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème de cymes unipares hélicoïdes,blanc,,hermaphrodite,capsule,,,,,,,5-7,entomogame,Indigène
2834,,,,08131,,Erodium,Erodium crispum Lapeyr.,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orophyte pyrénéen,,hémicryptophytaie,,8131,NA,,,,,Erodium crispum Lapeyr.,,,,,,,,,,x,,,,,,,4-5,,,orophyte pyrénéen,chlorophyllien,hémisempervirent,OROPHYTES,?,,racème de cymes unipares hélicoïdes,rose,,hermaphrodite,capsule,,,,,,,,entomogame,Indigène
2835,,,,08132,,Erodium,Erodium foetidum (L.) L'Hérit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endémique La Clape,,hémicryptophytaie,,8132,NA,,,,,Erodium foetidum (L.) L'Hér.,,,,,,,,,,x,,,,,,,,,,endémique La Clape,chlorophyllien,hémisempervirent,,P,,racème de cymes unipares hélicoïdes,rose,,hermaphrodite,capsule,,,,,,,4-7,entomogame,Indigène
2836,,,,08133,,Erodium,Erodium glandulosum (Cav.) Willd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orophyte pyrénéen,,hémicryptophytaie,,8133,NA,,,,,Erodium glandulosum (Cav.) Willd.,,,,,,,,,,x,,,,,,,,,,orophyte pyrénéen,chlorophyllien,hémisempervirent,OROPHYTES,?,,racème de cymes unipares hélicoïdes,bleu,,hermaphrodite,capsule,,,,,,,6-8,entomogame,Indigène
2837,,,,08136,,Erodium,Erodium gruinum (L.) L'Hérit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8136,NA,,,,,Erodium gruinum (L.) L'Hérit.,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,?,,racème de cymes unipares hélicoïdes,,,,capsule,,,,,,,,entomogame,Indigène
2838,,,,08138,,Erodium,Erodium laciniatum (Cav.) Willd.,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,,8138,NA,,,,,Erodium laciniatum (Cav.) Willd. subsp. laciniatum,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,?,,racème de cymes unipares hélicoïdes,rose,,hermaphrodite,capsule,,,,,,,5-6,entomogame,Indigène
2839,,,,08140,,Erodium,Erodium lebelii Jordan [1852] subsp. lebelii,TH,,,,,,,,,,,,,,,8,8,8,,,4,4,4,,,2,2,2,7,7,0,0,atlantique,,thérophytaie,,8140,NA,,,,,Erodium lebelii Jord. subsp. lebelii,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Atlantique,?,,racème de cymes unipares hélicoïdes,rose,,hermaphrodite,capsule,,,,,,,,entomogame,Indigène
2840,,,,08141,,Erodium,Erodium lebelii Jordan [1852] subsp. marcuccii (Parl.) Guittonneau,TH,,,,,,,,,,,,,,,,8,8,,,4,4,,,,2,2,,7,7,0,0,corse,,thérophytaie,,8141,NA,,,,,Erodium lebelii Jord. subsp. marcuccii (Parl.) Guitt.,,,,,,,,,,x,,,,monocarpique,,,1,,,Corse,chlorophyllien,hémisempervirent,Méditerranéen,?,,racème de cymes unipares hélicoïdes,rose,,hermaphrodite,capsule,,,,,,,,entomogame,Indigène
2841,x,x,x,08145,Geraniaceae,Erodium,Erodium malacoides (L.) L'Hérit.,TH,30,épizoochore,Epizoochorie,akène pointu à arète torse,,,,,,,8,$,8,,,,,,2,,,,,,,,,,,,,méditerranéen,,thérophytaie,96919,8145,x,x,,,,Erodium malacoides (L.) L'Hér.,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,PS,,racème de cymes unipares hélicoïdes,rose,,hermaphrodite,capsule,,herbacé,15-40,,,,4-7,entomogame,Indigène
2842,,,,08148,,Erodium,Erodium malacoides (L.) L'Hérit. var. althaeoides (Jordan) Rouy,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8148,NA,,,,,Erodium malacoides (L.) L'Hérit. var. althaeoides (Jordan) Rouy,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,,?,,racème de cymes unipares hélicoïdes,rose,,,capsule,,,,,,,,entomogame,Indigène
2843,,,,08149,,Erodium,Erodium manescavii Cosson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orophyte pyrénéen,,hémicryptophytaie,,8149,NA,,,,,Erodium manescavii Coss.,,,,,,,,,,x,,,,,,,,,,orophyte pyrénéen,chlorophyllien,hémisempervirent,OROPHYTES,P,,racème de cymes unipares hélicoïdes,rose,,hermaphrodite,capsule,,,,,,,7-8,entomogame,Indigène
2844,x,,,08151,,Erodium,Erodium maritimum L'Hérit.,TH,,,,,,,,,,,,,,,,9,,,,4,,,,,6,,,6,,3,0,méditerranéen-atlantique,,thérophytaie,,8151,nr,,,,,Erodium maritimum (L.) L'Hér.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,,P,,racème de cymes unipares hélicoïdes,"blanc, rose",,hermaphrodite,capsule,,,,,,,5-7,"entomogame, autogame",Indigène
2845,x,x,,08152,Geraniaceae,Erodium,Erodium moschatum (L.) L'Hérit.,TH,,,,,,,,,,,,,,,8,7,8,,,4,4,4,,,5,4,4,6,7,0,0,méditerranéen,,thérophytaie,96925,8152,nr,,,,,Erodium moschatum (L.) L'Hér.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème de cymes unipares hélicoïdes,rose,,hermaphrodite,capsule,,,,,,,4-9,entomogame,Indigène
2846,x,,,08159,,Erodium,Erodium rodiei (Br.-Bl.) Poirion,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orophyte alpien mérid.,,hémicryptophytaie,,8159,nr,,,,,Erodium rodiei (Braun-Blanq.) Poirion,,,,,,,,,,x,,,,,,,4-5,,,,chlorophyllien,hémisempervirent,OROPHYTES,P,,racème de cymes unipares hélicoïdes,rose,,hermaphrodite,capsule,,,,,,,,entomogame,Indigène
2847,,,,08161,,Erodium,Erodium salzmannii Delile,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,,8161,NA,,,,,Erodium salzmannii Delile,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,?,,racème de cymes unipares hélicoïdes,rose,,hermaphrodite,capsule,,,,,,,4-6,entomogame,Indigène
2848,x,x,,04065,Brassicaceae,Erophila,Erophila praecox (Steven) DC.,TH,,,,,,,,,,,,,,,8,,,,,,,2,,,,,1,,,,,eurasiatique méridional,homogame,thérophytaie,96997,4065,nr,,,,,Erophila praecox (Steven) DC.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Eurasiatique,?,,racème simple,blanc,,hermaphrodite,silique,,,,,,,2-6,autogame,Indigène
2849,x,x,,04066,Brassicaceae,Erophila,Erophila spathulata A.F. L ng,TH,,,,,,,,,,,,,,,8,,,,,,,3,,,,,2,,,,,européen central,homogame,thérophytaie,,4066,NA,,,,,Erophila spathulata Láng,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Européen,?,,racème simple,blanc,,hermaphrodite,silique,,,,,,,2-6,autogame,Indigène
2850,x,x,x,04067,Brassicaceae,Erophila,Erophila verna (L.) Chevall.,TH,7,barochore,Endozoochorie,sans attribut visible,,,7,7,0.280092857142857,42.48,7,$,7,,8,8,8,,2,3,,x,,,3,2,2,6,,0,0,eurasiatique,homogame,thérophytaie,97008,4067,x,x,,,,Erophila verna (L.) Chevall.,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Eurasiatique,PS,,racème simple,blanc,,hermaphrodite,silique,,herbacé,3-12,,,,2-6,autogame,Indigène
2851,x,x,x,04072,Brassicaceae,Eruca,Eruca sativa Miller,TH,50,barochore,Agochorie,,,,,,,,8,$,8,,8,,,,2,,,4,,,,,6,,,,,méditerranéen(eury),,thérophytaie,97036,4072,nr,x,,,,Eruca sativa Mill.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,S,,racème simple,"blanc, jaune",bleu,hermaphrodite,silique,,herbacé,40-60,,,,4-6,entomogame,Exogène
2852,,,,04073,,Eruca,Eruca sativa Miller subsp. lativalvis (Boiss.) Greuter & Burdet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4073,NA,,,,,Eruca sativa Miller subsp. lativalvis (Boiss.) Greuter & Burdet,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,S,,racème simple,blanc,,,silique,,,,,,,,entomogame,Exogène
2853,,,,04074,,Eruca,Eruca sativa Miller subsp. longirostris (Uechtr.) Maire in Jahandiez &,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4074,NA,,,,,Eruca sativa Miller subsp. longirostris (Uechtr.) Maire in Jahandiez &,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,,S,,racème simple,blanc,,,silique,,,,,,,,entomogame,Exogène
2854,,,,04075,,Eruca,Eruca sativa Miller subsp. sativa,TH,55,barochore,,sans attribut visible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4075,x,,,,,Eruca sativa Miller subsp. sativa,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,,S,,racème simple,blanc,,,silique,,herbacé,40-70,,,,,entomogame,Exogène
2855,x,x,,04076,Brassicaceae,Eruca,Eruca vesicaria (L.) Cav.,TH,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,méditerranéen,,thérophytaie,97041,4076,nr,,,,,Eruca vesicaria (L.) Cav.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,S,,racème simple,blanc,,hermaphrodite,silique,,,,,,,,entomogame,Exogène
2856,x,x,x,04079,Brassicaceae,Erucastrum,Erucastrum gallicum (Willd.) O.E. Schulz,TH,40,barochore,Boleochorie,sans attribut visible,,,,,,,8,$,8,,8,8,8,,2,4,4,4,,,7,4,4,7,8,0,0,européen méridional,,hémicryptophytaie,97064,4079,x,x,,,,Erucastrum gallicum (Willd.) O.E.Schulz,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Européen,PS,S?,racème simple,jaune,,hermaphrodite,silique,,herbacé,10-50,,,,5-9,entomogame,Indigène
9162,x,x,,04080,Brassicaceae,Erucastrum,Erucastrum nasturtiifolium (Poiret) O.E. Schulz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,x,x,x,04081,Brassicaceae,Erucastrum,Erucastrum nasturtiifolium (Poiret) O.E. Schulz subsp. nasturtiifolium,HE,50,barochore,Boleochorie-Nautochorie-Bythisochorie,sans attribut visible,,,NA,50,NA,NA,8,$,8,,8,,,,3,,,6=,,,,,3,,,,,européen occidental,,hémicryptophytaie,134287,4081,x,x,T,,,Erucastrum nasturtiifolium (Poiret) O.E. Schulz subsp. nasturtiifolium,,,,,,,,,,x,,,,?,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Européen,PS,,racème simple,jaune,,hermaphrodite,silique,,herbacé,25-70,,,,5-9,entomogame,Indigène
2858,,,,04082,,Erucastrum,Erucastrum nasturtiifolium (Poiret) O.E. Schulz subsp. sudrei J. Vivant,HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orphyte pyrénéen,,,,4082,NA,,,,,Erucastrum nasturtiifolium (Poiret) O.E. Schulz subsp. sudrei J. Vivant,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,OROPHYTES,PS,,racème simple,blanc,,,silique,,,,,,,,entomogame,Indigène
2859,,,,04085,,Erucastrum,Erucastrum varium (Durieu) Durieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4085,NA,,,,,Erucastrum varium (Durieu) Durieu,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,S,,racème simple,,,,silique,,,,,,,,entomogame,?
2860,x,x,x,00362,Apiaceae,Eryngium,Eryngium alpinum L.,HE,80,épizoochore,,inflorescence épineuse à akène piquants,,,,,,,6*,$,6,,,,,,4,,,,,,,,,,,,,,,hémicryptophytaie,97133,362,x,x,,,,Eryngium alpinum L.,,,,,,,x,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,OROPHYTES,PS,P?,ombelle d'ombellules,blanc,,hermaphrodite,akène,bleu,herbacé,60-110,,ECH,,7-8,entomogame,Indigène
2861,,,,00364,,Eryngium,Eryngium bourgatii Gouan,HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orophyte pyrénéen,,hémicryptophytaie,,364,nr,,,,,Eryngium bourgatii Gouan subsp. bourgatii,,,,,,,x,,,x,,,,,,,3 ou 4,,,orophyte pyrénéen,chlorophyllien,hémisempervirent,OROPHYTES,P,,ombelle d'ombellules,bleu,,hermaphrodite,akène,,,,,,,7-8,entomogame,Indigène
2862,x,x,x,00365,Apiaceae,Eryngium,Eryngium campestre L.,HE,25,épizoochore,Epizoochorie-Chamaechorie-Agochorie,inflorescence épineuse à akène piquants,,,4,25,1.56320769230769,9.2708335,9,$,9,,9,9,9,,2,3,3,3,,,3,3,3,8,8,0,0,eurasiatique,,hémicryptophytaie,97141,365,x,x,,,,Eryngium campestre L.,,,,,,,x,,,x,,,,monocarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Eurasiatique,PS,P?,ombelle d'ombellules,blanc,,hermaphrodite,akène,,herbacé,20-30,,,,7-9,"entomogame, autogame",Indigène
2863,x,,,00366,,Eryngium,Eryngium maritimum L.,HE,,,,,,,,,,,,,,,9,9,9,,,4,4,4,,,5,4,4,6,7,3,0,méditerranéen-atlantique,protandre,hémicryptophytaie,,366,nr,,,,,Eryngium maritimum L.,,,,,,,x,,,x,,,,,,,3 ou 4,,,,chlorophyllien,hémisempervirent,,P,,ombelle d'ombellules,bleu,,androdioïque,akène,,,,,,,6-9,entomogame,Indigène
