Code_taxon_CBNA,CD_REF,cdref7,libcdref7,Strategie_CSR,Forme_vie
1684,95239,95239,"Doronicum pardalianches L., 1753",ccs,g
1684,95239,95239,"Doronicum pardalianches L., 1753",ccs,g
1684,95239,95239,"Doronicum pardalianches L., 1753",ccs,g
1680,95239,95239,"Doronicum pardalianches L., 1753",ccs,h
17584,95558,95558,"Dryopteris carthusiana (Vill.) H.P.Fuchs, 1959",ccs,h
17584,95558,95558,"Dryopteris carthusiana (Vill.) H.P.Fuchs, 1959",ccs,h
17584,95558,95558,"Dryopteris carthusiana (Vill.) H.P.Fuchs, 1959",ccs,h
17584,95558,95558,"Dryopteris carthusiana (Vill.) H.P.Fuchs, 1959",ccs,h
17587,95563,95563,"Dryopteris dilatata (Hoffm.) A.Gray, 1848",ccs,h
17587,95563,95563,"Dryopteris dilatata (Hoffm.) A.Gray, 1848",ccs,h
17587,95563,95563,"Dryopteris dilatata (Hoffm.) A.Gray, 1848",ccs,h
17587,95563,95563,"Dryopteris dilatata (Hoffm.) A.Gray, 1848",ccs,h
17589,95567,95567,"Dryopteris filix-mas (L.) Schott, 1834",ccs,h
17589,95567,95567,"Dryopteris filix-mas (L.) Schott, 1834",ccs,h
17589,95567,95567,"Dryopteris filix-mas (L.) Schott, 1834",ccs,h
17598,95602,95602,"Dryopteris villarii (Bellardi) Woyn. ex Schinz & Thell., 1915",ccs,h
1692,95709,95709,"Echinops ritro L., 1753",ccs,h
1693,95713,95713,"Echinops sphaerocephalus L., 1753",ccs,h-k
15934,96034,96034,"Elytrigia intermedia (Host) Nevski, 1933",ccs,g
15944,96046,96046,"Elytrigia repens (L.) Desv. ex Nevski, 1934",ccs,g
9265,96127,96127,"Epilobium alpestre (Jacq.) Krock., 1787",ccs,h
9265,96127,96127,"Epilobium alpestre (Jacq.) Krock., 1787",ccs,h
9265,96127,96127,"Epilobium alpestre (Jacq.) Krock., 1787",ccs,h
9265,96127,96127,"Epilobium alpestre (Jacq.) Krock., 1787",ccs,h
9269,96130,96130,"Epilobium alsinifolium Vill., 1779",ccs,h
17645,96523,96523,"Equisetum hyemale L., 1753",ccs,c
17650,96534,96534,"Equisetum palustre L., 1753",ccs,g
362,97133,97133,"Eryngium alpinum L., 1753",ccs,h
365,97141,97141,"Eryngium campestre L., 1753",ccs,h
6622,97673,97673,"Euphorbia spinosa L., 1753",ccs,c
15977,98039,98039,"Festuca acuminata Gaudin, 1811",ccs,h
15977,98039,98039,"Festuca acuminata Gaudin, 1811",ccs,h
15977,98039,98039,"Festuca acuminata Gaudin, 1811",ccs,h
15980,98054,98054,"Festuca alpina Suter, 1802",ccs,h
15980,98054,98054,"Festuca alpina Suter, 1802",ccs,h
16062,98232,98232,"Festuca flavescens Bellardi, 1792",ccs,h
16062,98232,98232,"Festuca flavescens Bellardi, 1792",ccs,h
16078,134532,134532,Festuca halleri All. subsp. halleri,ccs,h
40272,98370,98370,"Festuca melanopsis Foggi, Gr.Rossi & M.A.Signorini",ccs,h
16252,98527,98527,"Festuca scabriculmis (Hack.) K.Richt., 1890",ccs,h
16277,98596,98596,"Festuca valesiaca Schleich. ex Gaudin, 1811",ccs,h
16277,98596,98596,"Festuca valesiaca Schleich. ex Gaudin, 1811",ccs,h
16277,98596,98596,"Festuca valesiaca Schleich. ex Gaudin, 1811",ccs,h
11801,99372,99372,"Galium anisophyllon Vill., 1779",ccs,h
11801,99372,99372,"Galium anisophyllon Vill., 1779",ccs,h
11801,99372,99372,"Galium anisophyllon Vill., 1779",ccs,h
11801,99372,99372,"Galium anisophyllon Vill., 1779",ccs,h
11801,99372,99372,"Galium anisophyllon Vill., 1779",ccs,h
11801,99372,99372,"Galium anisophyllon Vill., 1779",ccs,h
11801,99372,99372,"Galium anisophyllon Vill., 1779",ccs,h
11801,99372,99372,"Galium anisophyllon Vill., 1779",ccs,h
11807,99378,99378,"Galium aristatum L., 1762",ccs,g
11807,99378,99378,"Galium aristatum L., 1762",ccs,g
11852,99453,99453,"Galium laevigatum L., 1763",ccs,g
11852,99453,99453,"Galium laevigatum L., 1763",ccs,g
11902,99518,99518,"Galium rotundifolium L., 1753",ccs,g
11916,99552,99552,"Galium sylvaticum L., 1762",ccs,g
6939,134966,134966,Genista cinerea (Vill.) DC. subsp. cinerea,ccs,n
6939,134966,134966,Genista cinerea (Vill.) DC. subsp. cinerea,ccs,n
6950,99754,99754,"Genista germanica L., 1753",ccs,z
6955,134976,134976,Genista hispanica L. subsp. hispanica,ccs,z
6966,99798,99798,"Genista pilosa L., 1753",ccs,z
8023,99862,99862,"Gentiana asclepiadea L., 1753",ccs,h
8035,135020,135020,"Gentiana burseri subsp. villarsii (Griseb.) Rouy, 1908",ccs,h
8035,135020,135020,"Gentiana burseri subsp. villarsii (Griseb.) Rouy, 1908",ccs,h
8035,135020,135020,"Gentiana burseri subsp. villarsii (Griseb.) Rouy, 1908",ccs,h
8059,99903,99903,"Gentiana lutea L., 1753",ccs,h
8075,99928,99928,"Gentiana punctata L., 1753",ccs,h
8077,99929,99929,"Gentiana purpurea L., 1753",ccs,h
8193,100109,100109,"Geranium nodosum L., 1753",ccs,h
8206,100141,100141,"Geranium rivulare Vill., 1779",ccs,h
8206,100141,100141,"Geranium rivulare Vill., 1779",ccs,h
8206,100141,100141,"Geranium rivulare Vill., 1779",ccs,h
8214,100149,100149,"Geranium sanguineum L., 1753",ccs,h
8218,100160,100160,"Geranium sylvaticum L., 1753",ccs,h
8218,100160,100160,"Geranium sylvaticum L., 1753",ccs,h
11160,100208,100208,"Geum montanum L., 1753",ccs,h
11162,100214,100214,"Geum reptans L., 1753",ccs,h
11163,100215,100215,"Geum rivale L., 1753",ccs,h
11164,100221,100221,"Geum sylvaticum Pourr., 1788",ccs,h
8235,100335,100335,"Globularia alypum L., 1753",ccs,n-z
721,100787,100787,"Hedera helix L., 1753",ccs,c-p.li
7006,100824,100824,"Hedysarum boutignyanum (A.Camus) Alleiz., 1928",ccs,h
7006,100824,100824,"Hedysarum boutignyanum (A.Camus) Alleiz., 1928",ccs,h
7006,100824,100824,"Hedysarum boutignyanum (A.Camus) Alleiz., 1928",ccs,h
7006,100824,100824,"Hedysarum boutignyanum (A.Camus) Alleiz., 1928",ccs,h
7010,100827,100827,"Hedysarum brigantiacum Bourn., Chas & Kerguélen, 1992",ccs,h
7010,100827,100827,"Hedysarum brigantiacum Bourn., Chas & Kerguélen, 1992",ccs,h
5883,100896,100896,"Helianthemum apenninum (L.) Mill., 1768",ccs,z
5937,100960,100960,"Helianthemum oelandicum (L.) Dum.Cours., 1802",ccs,z
5937,100960,100960,"Helianthemum oelandicum (L.) Dum.Cours., 1802",ccs,z
1850,101101,101101,"Helichrysum stoechas (L.) Moench, 1794",ccs,z
10559,101188,101188,"Helleborus foetidus L., 1753",ccs,c
423,135297,135297,"Heracleum sphondylium subsp. elegans (Crantz) Schübler & G.Martens, 1834",ccs,h
423,135297,135297,"Heracleum sphondylium subsp. elegans (Crantz) Schübler & G.Martens, 1834",ccs,h
423,135297,135297,"Heracleum sphondylium subsp. elegans (Crantz) Schübler & G.Martens, 1834",ccs,h
2225,102392,102392,"Hieracium prenanthoides Vill., 1779",ccs,h
2225,102392,102392,"Hieracium prenanthoides Vill., 1779",ccs,h
7035,102845,102845,"Hippocrepis emerus (L.) Lassen, 1989",ccs,n
16372,102934,102934,"Hordelymus europaeus (L.) Harz, 1885",ccs,h
16372,102934,102934,"Hordelymus europaeus (L.) Harz, 1885",ccs,h
16372,102934,102934,"Hordelymus europaeus (L.) Harz, 1885",ccs,h
8302,103245,103245,"Hypericum androsaemum L., 1753",ccs,z
8302,103245,103245,"Hypericum androsaemum L., 1753",ccs,z
8331,136750,136750,Hypericum maculatum Crantz subsp. maculatum,ccs,h
8356,103329,103329,"Hypericum tetrapterum Fr., 1823",ccs,h
8356,103329,103329,"Hypericum tetrapterum Fr., 1823",ccs,h
8356,103329,103329,"Hypericum tetrapterum Fr., 1823",ccs,h
8356,103329,103329,"Hypericum tetrapterum Fr., 1823",ccs,h
8547,103406,103406,"Hyssopus officinalis L., 1753",ccs,z
4214,103494,103494,"Iberis sempervirens L., 1753",ccs,z
3299,103553,103553,"Impatiens noli-tangere L., 1753",ccs,t
14507,103749,103749,"Iris lutescens Lam., 1789",ccs,h
14605,104173,104173,"Juncus effusus L., 1753",ccs,h
14616,104214,104214,"Juncus inflexus L., 1753",ccs,h
14616,104214,104214,"Juncus inflexus L., 1753",ccs,h
14617,104221,104221,"Juncus jacquini L., 1767",ccs,h
17313,104413,104413,"Juniperus sabina L., 1753",ccs,z
17315,104419,104419,"Juniperus thurifera L., 1753",ccs,n-p
17315,104419,104419,"Juniperus thurifera L., 1753",ccs,n-p
40152,104456,104456,"Katapsuxis silaifolia (Jacq.) Raf., 1840",ccs,h
40152,104456,104456,"Katapsuxis silaifolia (Jacq.) Raf., 1840",ccs,h
40152,104456,104456,"Katapsuxis silaifolia (Jacq.) Raf., 1840",ccs,h
40152,104456,104456,"Katapsuxis silaifolia (Jacq.) Raf., 1840",ccs,h
40152,104456,104456,"Katapsuxis silaifolia (Jacq.) Raf., 1840",ccs,h
6273,104516,104516,"Knautia arvensis (L.) Coult., 1828",ccs,h
6285,104545,104545,"Knautia maxima (Opiz) J.Ortmann, 1842",ccs,h
6285,104545,104545,"Knautia maxima (Opiz) J.Ortmann, 1842",ccs,h
6285,104545,104545,"Knautia maxima (Opiz) J.Ortmann, 1842",ccs,h
6285,104545,104545,"Knautia maxima (Opiz) J.Ortmann, 1842",ccs,h
445,105071,105071,"Laserpitium gallicum L., 1753",ccs,h
446,105074,105074,"Laserpitium halleri Crantz, 1767",ccs,h
449,105076,105076,"Laserpitium latifolium L., 1753",ccs,h
457,105092,105092,"Laserpitium siler L., 1753",ccs,h
7061,105189,105189,"Lathyrus filiformis (Lam.) J.Gay, 1857",ccs,h
7061,105189,105189,"Lathyrus filiformis (Lam.) J.Gay, 1857",ccs,h
7061,105189,105189,"Lathyrus filiformis (Lam.) J.Gay, 1857",ccs,h
7063,105199,105199,"Lathyrus heterophyllus L., 1753",ccs,g.li
7074,105211,105211,"Lathyrus latifolius L., 1753",ccs,g.li
7098,137138,137138,Lathyrus occidentalis (Fisch. & C.A.Mey.) Fritsch subsp. occidentalis,ccs,g
7098,137138,137138,Lathyrus occidentalis (Fisch. & C.A.Mey.) Fritsch subsp. occidentalis,ccs,g
7117,105266,105266,"Lathyrus sylvestris L., 1753",ccs,g.li
8578,137161,137161,Lavandula angustifolia Mill. subsp. angustifolia,ccs,z
8578,137161,137161,Lavandula angustifolia Mill. subsp. angustifolia,ccs,z
8578,137161,137161,Lavandula angustifolia Mill. subsp. angustifolia,ccs,z
8578,137161,137161,Lavandula angustifolia Mill. subsp. angustifolia,ccs,z
2543,154431,154431,Leucanthemopsis alpina var. alpina,ccs,h
2543,154431,154431,Leucanthemopsis alpina var. alpina,ccs,h
2543,154431,154431,Leucanthemopsis alpina var. alpina,ccs,h
9070,106346,106346,"Linum tenuifolium L., 1753",ccs,h
9070,106346,106346,"Linum tenuifolium L., 1753",ccs,h
9074,106351,106351,"Linum viscosum L., 1762",ccs,h
3475,106396,106396,"Lithospermum officinale L., 1753",ccs,h
6316,106534,106534,"Lomelosia graminifolia (L.) Greuter & Burdet, 1985",ccs,c
4281,106761,106761,"Lunaria rediviva L., 1753",ccs,h
14703,106846,106846,"Luzula nivea (L.) DC., 1805",ccs,h
14703,106846,106846,"Luzula nivea (L.) DC., 1805",ccs,h
14722,137522,137522,Luzula sylvatica (Huds.) Gaudin subsp. sylvatica,ccs,h
14722,137522,137522,Luzula sylvatica (Huds.) Gaudin subsp. sylvatica,ccs,h
9089,107117,107117,"Lythrum salicaria L., 1753",ccs,h
7236,137666,137666,"Medicago sativa subsp. falcata (L.) Arcang., 1882",ccs,h
7236,137666,137666,"Medicago sativa subsp. falcata (L.) Arcang., 1882",ccs,h
6653,108361,108361,"Mercurialis perennis L., 1753",ccs,g
479,108454,108454,"Meum athamanticum Jacq., 1776",ccs,h
8674,108507,108507,"Micromeria marginata (Sm.) Chater, 1971",ccs,z
8674,108507,108507,"Micromeria marginata (Sm.) Chater, 1971",ccs,z
8674,108507,108507,"Micromeria marginata (Sm.) Chater, 1971",ccs,z
8674,108507,108507,"Micromeria marginata (Sm.) Chater, 1971",ccs,z
8674,108507,108507,"Micromeria marginata (Sm.) Chater, 1971",ccs,z
5242,137827,137827,Minuartia laricifolia (L.) Schinz & Thell. subsp. laricifolia,ccs,c
5242,137827,137827,Minuartia laricifolia (L.) Schinz & Thell. subsp. laricifolia,ccs,c
484,108739,108739,"Molopospermum peloponnesiacum (L.) W.D.J.Koch, 1824",ccs,h
8685,109533,109533,"Nepeta nepetella L., 1759",ccs,h
7404,110181,110181,"Ononis cristata Mill., 1768",ccs,c
7404,110181,110181,"Ononis cristata Mill., 1768",ccs,c
7407,110190,110190,"Ononis fruticosa L., 1753",ccs,n
7412,110211,110211,"Ononis natrix L., 1753",ccs,h
7427,110230,110230,"Ononis rotundifolia L., 1753",ccs,z
7440,138213,138213,Ononis spinosa L. subsp. spinosa,ccs,c-h
7440,138213,138213,Ononis spinosa L. subsp. spinosa,ccs,c-h
7440,138213,138213,Ononis spinosa L. subsp. spinosa,ccs,c-h
40157,111250,111250,"Oreoselinum nigrum Delarbre, 1800",ccs,h
40157,111250,111250,"Oreoselinum nigrum Delarbre, 1800",ccs,h
40157,111250,111250,"Oreoselinum nigrum Delarbre, 1800",ccs,h
12102,111840,111840,"Osyris alba L., 1753",ccs,n-z
7479,111974,111974,"Oxytropis campestris (L.) DC., 1802",ccs,h
7490,111986,111986,"Oxytropis jacquinii Bunge, 1847",ccs,h
7490,111986,111986,"Oxytropis jacquinii Bunge, 1847",ccs,h
7490,111986,111986,"Oxytropis jacquinii Bunge, 1847",ccs,h
7491,111987,111987,"Oxytropis lapponica (Wahlenb.) J.Gay, 1827",ccs,h
7491,111987,111987,"Oxytropis lapponica (Wahlenb.) J.Gay, 1827",ccs,h
7491,111987,111987,"Oxytropis lapponica (Wahlenb.) J.Gay, 1827",ccs,h
7491,111987,111987,"Oxytropis lapponica (Wahlenb.) J.Gay, 1827",ccs,h
7498,111992,111992,"Oxytropis neglecta Ten., 1831",ccs,h
7498,111992,111992,"Oxytropis neglecta Ten., 1831",ccs,h
7498,111992,111992,"Oxytropis neglecta Ten., 1831",ccs,h
7498,111992,111992,"Oxytropis neglecta Ten., 1831",ccs,h
7500,111996,111996,"Oxytropis pilosa (L.) DC., 1802",ccs,h
7500,111996,111996,"Oxytropis pilosa (L.) DC., 1802",ccs,h
13763,112391,112391,"Paradisea liliastrum (L.) Bertol., 1840",ccs,h
13763,112391,112391,"Paradisea liliastrum (L.) Bertol., 1840",ccs,h
2685,112778,112778,"Petasites albus (L.) Gaertn., 1791",ccs,g
2685,112778,112778,"Petasites albus (L.) Gaertn., 1791",ccs,g
2685,112778,112778,"Petasites albus (L.) Gaertn., 1791",ccs,g
2685,112778,112778,"Petasites albus (L.) Gaertn., 1791",ccs,g
2687,112783,112783,"Petasites hybridus (L.) P.Gaertn., B.Mey. & Scherb., 1801",ccs,g
2692,112788,112788,"Petasites paradoxus (Retz.) Baumg., 1816",ccs,g
2692,112788,112788,"Petasites paradoxus (Retz.) Baumg., 1816",ccs,g
2692,112788,112788,"Petasites paradoxus (Retz.) Baumg., 1816",ccs,g
2692,112788,112788,"Petasites paradoxus (Retz.) Baumg., 1816",ccs,g
2692,112788,112788,"Petasites paradoxus (Retz.) Baumg., 1816",ccs,g
2705,112935,112935,"Phagnalon saxatile (L.) Cass., 1819",ccs,z
2705,112935,112935,"Phagnalon saxatile (L.) Cass., 1819",ccs,z
2706,112936,112936,"Phagnalon sordidum (L.) Rchb., 1831",ccs,z
2706,112936,112936,"Phagnalon sordidum (L.) Rchb., 1831",ccs,z
2706,112936,112936,"Phagnalon sordidum (L.) Rchb., 1831",ccs,z
16625,138682,138682,Phalaris arundinacea L. subsp. arundinacea,ccs,g
16642,113175,113175,"Phleum alpinum L., 1753",ccs,h
16656,113203,113203,"Phleum hirsutum Honck., 1782",ccs,h
16656,113203,113203,"Phleum hirsutum Honck., 1782",ccs,h
16676,113260,113260,"Phragmites australis (Cav.) Trin. ex Steud., 1840",ccs,g
4743,113361,113361,"Phyteuma betonicifolium Vill., 1785",ccs,h
4743,113361,113361,"Phyteuma betonicifolium Vill., 1785",ccs,h
4743,113361,113361,"Phyteuma betonicifolium Vill., 1785",ccs,h
4743,113361,113361,"Phyteuma betonicifolium Vill., 1785",ccs,h
4754,113386,113386,"Phyteuma michelii All., 1785",ccs,h
4754,113386,113386,"Phyteuma michelii All., 1785",ccs,h
4758,113388,113388,"Phyteuma nigrum F.W.Schmidt, 1793",ccs,h
4763,113392,113392,"Phyteuma ovatum Honck., 1782",ccs,h
4763,113392,113392,"Phyteuma ovatum Honck., 1782",ccs,h
4776,113407,113407,"Phyteuma spicatum L., 1753",ccs,h
16725,114153,114153,"Poa chaixii Vill., 1786",ccs,h
16725,114153,114153,"Poa chaixii Vill., 1786",ccs,h
9948,114522,114522,"Polygala alpestris Rchb., 1823",ccs,h
9962,114542,114542,"Polygala chamaebuxus L., 1753",ccs,z
17626,115041,115041,"Polystichum aculeatum (L.) Roth, 1799",ccs,h
17626,115041,115041,"Polystichum aculeatum (L.) Roth, 1799",ccs,h
17626,115041,115041,"Polystichum aculeatum (L.) Roth, 1799",ccs,h
17626,115041,115041,"Polystichum aculeatum (L.) Roth, 1799",ccs,h
17626,115041,115041,"Polystichum aculeatum (L.) Roth, 1799",ccs,h
17637,115076,115076,"Polystichum setiferum (Forssk.) T.Moore ex Woyn., 1913",ccs,h
17637,115076,115076,"Polystichum setiferum (Forssk.) T.Moore ex Woyn., 1913",ccs,h
17637,115076,115076,"Polystichum setiferum (Forssk.) T.Moore ex Woyn., 1913",ccs,h
17637,115076,115076,"Polystichum setiferum (Forssk.) T.Moore ex Woyn., 1913",ccs,h
17637,115076,115076,"Polystichum setiferum (Forssk.) T.Moore ex Woyn., 1913",ccs,h
11202,115414,115414,"Potentilla aurea L., 1756",ccs,h
11219,115449,115449,"Potentilla crantzii (Crantz) Beck ex Fritsch, 1897",ccs,h
11233,115498,115498,"Potentilla grandiflora L., 1753",ccs,h
268,115797,115797,"Prangos trifida (Mill.) Herrnst. & Heyn, 1977",ccs,h
268,115797,115797,"Prangos trifida (Mill.) Herrnst. & Heyn, 1977",ccs,h
10341,139365,139365,"Primula elatior subsp. intricata (Gren. & Godr.) Widmer, 1891",ccs,h
10341,139365,139365,"Primula elatior subsp. intricata (Gren. & Godr.) Widmer, 1891",ccs,h
10374,139395,139395,Primula vulgaris Huds. subsp. vulgaris,ccs,h
10374,139395,139395,Primula vulgaris Huds. subsp. vulgaris,ccs,h
10374,139395,139395,Primula vulgaris Huds. subsp. vulgaris,ccs,h
10374,139395,139395,Primula vulgaris Huds. subsp. vulgaris,ccs,h
10374,115925,115925,"Primula vulgaris Huds., 1762",ccs,h
11315,116050,116050,"Prunus brigantina Vill., 1786",ccs,n
11315,116050,116050,"Prunus brigantina Vill., 1786",ccs,n
11315,116050,116050,"Prunus brigantina Vill., 1786",ccs,n
17552,116265,116265,"Pteridium aquilinum (L.) Kuhn, 1879",ccs,g
17552,116265,116265,"Pteridium aquilinum (L.) Kuhn, 1879",ccs,g
3604,116411,116411,"Pulmonaria angustifolia L., 1753",ccs,h
3604,116411,116411,"Pulmonaria angustifolia L., 1753",ccs,h
3604,116411,116411,"Pulmonaria angustifolia L., 1753",ccs,h
3619,116419,116419,"Pulmonaria montana Lej., 1811",ccs,h
3624,116422,116422,"Pulmonaria officinalis L., 1753",ccs,h
3624,116422,116422,"Pulmonaria officinalis L., 1753",ccs,h
3629,116426,116426,"Pulmonaria saccharata Mill., 1768",ccs,h
11364,116574,116574,"Pyrus communis L., 1753",ccs,p
7907,116704,116704,"Quercus ilex L., 1753",ccs,n-p
7916,116744,116744,"Quercus petraea Liebl., 1784",ccs,p
7916,116744,116744,"Quercus petraea Liebl., 1784",ccs,p
7905,116751,116751,"Quercus pubescens Willd., 1805",ccs,p
7905,116751,116751,"Quercus pubescens Willd., 1805",ccs,p
10620,116902,116902,"Ranunculus aconitifolius L., 1753",ccs,h
10642,116948,116948,"Ranunculus breyninus Crantz, 1763",ccs,h
10653,116967,116967,"Ranunculus carinthiacus Hoppe, 1826",ccs,h
10653,116967,116967,"Ranunculus carinthiacus Hoppe, 1826",ccs,h
10702,117087,117087,"Ranunculus lanuginosus L., 1753",ccs,h
10715,117125,117125,"Ranunculus montanus Willd., 1799",ccs,h
10715,117125,117125,"Ranunculus montanus Willd., 1799",ccs,h
10750,117174,117174,"Ranunculus platanifolius L., 1767",ccs,h
10750,117174,117174,"Ranunculus platanifolius L., 1767",ccs,h
10784,117231,117231,"Ranunculus serpens Schrank, 1789",ccs,k
10784,117231,117231,"Ranunculus serpens Schrank, 1789",ccs,k
10784,117231,117231,"Ranunculus serpens Schrank, 1789",ccs,k
10799,117262,117262,"Ranunculus tuberosus Lapeyr., 1813",ccs,h
10799,117262,117262,"Ranunculus tuberosus Lapeyr., 1813",ccs,h
10799,117262,117262,"Ranunculus tuberosus Lapeyr., 1813",ccs,h
10799,117262,117262,"Ranunculus tuberosus Lapeyr., 1813",ccs,h
10799,117262,117262,"Ranunculus tuberosus Lapeyr., 1813",ccs,h
10895,117528,117528,"Rhamnus alpina L., 1753",ccs,n
10905,117548,117548,"Rhamnus pumila Turra, 1764",ccs,z
10908,139882,139882,Rhamnus saxatilis subsp. saxatilis,ccs,n
6100,117668,117668,"Rhodiola rosea L., 1753",ccs,h
6100,117668,117668,"Rhodiola rosea L., 1753",ccs,h
6100,117668,117668,"Rhodiola rosea L., 1753",ccs,h
6483,117679,117679,"Rhododendron ferrugineum L., 1753",ccs,z
11425,118416,118416,"Rosa pouzinii Tratt., 1823",ccs,n
11491,118993,118993,"Rubus caesius L., 1753",ccs,f.li
11491,118993,118993,"Rubus caesius L., 1753",ccs,f.li
11505,119003,119003,"Rubus canescens DC., 1813",ccs,f.li
11481,119097,119097,"Rubus fruticosus L., 1753",ccs,d
11700,119373,119373,"Rubus ulmifolius Schott, 1818",ccs,d
11979,119707,119707,"Ruta angustifolia Pers., 1805",ccs,z
11979,119707,119707,"Ruta angustifolia Pers., 1805",ccs,z
12037,119968,119968,"Salix breviserrata Flod., 1940",ccs,n
12055,120048,120048,"Salix glaucosericea Flod., 1943",ccs,n
12055,120048,120048,"Salix glaucosericea Flod., 1943",ccs,n
12059,120056,120056,"Salix helvetica Vill., 1789",ccs,n
12059,120056,120056,"Salix helvetica Vill., 1789",ccs,n
8722,120643,120643,"Salvia glutinosa L., 1753",ccs,h
12264,121177,121177,"Saxifraga rotundifolia L., 1753",ccs,h
12770,122028,122028,"Scrophularia nodosa L., 1753",ccs,h
2842,122592,122592,"Senecio doria L., 1759",ccs,h
2898,140979,140979,"Senecio ovatus subsp. alpestris (Gaudin) Herborg, 1987",ccs,h
2898,140979,140979,"Senecio ovatus subsp. alpestris (Gaudin) Herborg, 1987",ccs,h
627,123023,123023,"Seseli galloprovinciale Reduron, 1993",ccs,h
627,123023,123023,"Seseli galloprovinciale Reduron, 1993",ccs,h
633,123037,123037,"Seseli montanum L., 1753",ccs,h
16860,123071,123071,"Sesleria caerulea (L.) Ard., 1763",ccs,c-h
5423,123512,123512,"Silene italica (L.) Pers., 1805",ccs,h
5451,123568,123568,"Silene nutans L., 1753",ccs,h
11726,124306,124306,"Sorbus aria (L.) Crantz, 1763",ccs,p
11729,124308,124308,"Sorbus aucuparia L., 1753",ccs,n-p
11732,124314,124314,"Sorbus chamaemespilus (L.) Crantz, 1763",ccs,n
11732,124314,124314,"Sorbus chamaemespilus (L.) Crantz, 1763",ccs,n
11732,124314,124314,"Sorbus chamaemespilus (L.) Crantz, 1763",ccs,n
11734,124319,124319,"Sorbus domestica L., 1753",ccs,p
11736,124329,124329,"Sorbus mougeotii Soy.-Will. & Godr., 1858",ccs,p
11736,124329,124329,"Sorbus mougeotii Soy.-Will. & Godr., 1858",ccs,p
11736,124329,124329,"Sorbus mougeotii Soy.-Will. & Godr., 1858",ccs,p
8821,124740,124740,"Stachys alpina L., 1753",ccs,h
3006,124842,124842,"Staehelina dubia L., 1753",ccs,z
13816,125226,125226,"Streptopus amplexifolius (L.) DC., 1805",ccs,g
13816,125226,125226,"Streptopus amplexifolius (L.) DC., 1805",ccs,g
13816,125226,125226,"Streptopus amplexifolius (L.) DC., 1805",ccs,g
3645,125364,125364,"Symphytum tuberosum L., 1753",ccs,g
3023,125460,125460,"Tanacetum corymbosum (L.) Sch.Bip., 1844",ccs,h
3178,125892,125892,"Tephroseris balbisiana (DC.) Holub, 1973",ccs,h
3178,125892,125892,"Tephroseris balbisiana (DC.) Holub, 1973",ccs,h
3188,141546,141546,Tephroseris integrifolia (L.) Holub subsp. integrifolia,ccs,h
3187,141545,141545,"Tephroseris integrifolia subsp. capitata (Wahlenb.) B.Nord., 1978",ccs,h
3187,141545,141545,"Tephroseris integrifolia subsp. capitata (Wahlenb.) B.Nord., 1978",ccs,h
3187,141545,141545,"Tephroseris integrifolia subsp. capitata (Wahlenb.) B.Nord., 1978",ccs,h
3187,141545,141545,"Tephroseris integrifolia subsp. capitata (Wahlenb.) B.Nord., 1978",ccs,h
3187,141545,141545,"Tephroseris integrifolia subsp. capitata (Wahlenb.) B.Nord., 1978",ccs,h
10807,126078,126078,"Thalictrum aquilegiifolium L., 1753",ccs,h
7651,127382,127382,"Trifolium medium L., 1759",ccs,h
7660,127395,127395,"Trifolium montanum L., 1753",ccs,h
7668,127412,127412,"Trifolium ochroleucon Huds., 1762",ccs,h
7674,127423,127423,"Trifolium pannonicum Jacq., 1767",ccs,h
7739,127503,127503,"Trifolium thalii Vill., 1779",ccs,h
7739,127503,127503,"Trifolium thalii Vill., 1779",ccs,h
16977,141951,141951,"Trisetum flavescens subsp. purpurascens (DC.) Arcang., 1882",ccs,h
16977,141951,141951,"Trisetum flavescens subsp. purpurascens (DC.) Arcang., 1882",ccs,h
16977,141951,141951,"Trisetum flavescens subsp. purpurascens (DC.) Arcang., 1882",ccs,h
703,127865,127865,"Trochiscanthes nodiflora (All.) W.D.J.Koch, 1824",ccs,h
703,127865,127865,"Trochiscanthes nodiflora (All.) W.D.J.Koch, 1824",ccs,h
10845,127872,127872,"Trollius europaeus L., 1753",ccs,h
17167,128077,128077,"Typha latifolia L., 1753",ccs,g
13100,128169,128169,"Ulmus glabra Huds., 1762",ccs,p
13102,128175,128175,"Ulmus minor Mill., 1768",ccs,p
6490,128345,128345,"Vaccinium myrtillus L., 1753",ccs,z
40187,142048,142048,Vaccinium uliginosum L. subsp. uliginosum,ccs,z
6493,142047,142047,"Vaccinium uliginosum subsp. microphyllum (Lange) Tolm., 1936",ccs,z
6493,142047,142047,"Vaccinium uliginosum subsp. microphyllum (Lange) Tolm., 1936",ccs,z
14859,128520,128520,"Veratrum album L., 1753",ccs,h
12825,128787,128787,"Veronica allionii Vill., 1779",ccs,c
12870,128938,128938,"Veronica officinalis L., 1753",ccs,c
12901,129033,129033,"Veronica urticifolia Jacq., 1773",ccs,h
12901,129033,129033,"Veronica urticifolia Jacq., 1773",ccs,h
7840,129260,129260,"Vicia onobrychioides L., 1753",ccs,h
7867,129305,129305,"Vicia sepium L., 1753",ccs,h.li
761,129477,129477,"Vincetoxicum hirundinaria Medik., 1790",ccs,g.li
13225,129492,129492,"Viola alba Besser, 1809",ccs,h
13243,129527,129527,"Viola calcarata L., 1753",ccs,h
13266,129539,129539,"Viola collina Besser, 1816",ccs,h
13276,129586,129586,"Viola hirta L., 1753",ccs,h
